"Plot Title: 10637793 Visca 5"
"#","Date Time, GMT+08:00","Temp, °C (LGR S/N: 10637793, SEN S/N: 10637793)","Coupler Detached (LGR S/N: 10637793)","Coupler Attached (LGR S/N: 10637793)","Host Connected (LGR S/N: 10637793)","Stopped (LGR S/N: 10637793)","End Of File (LGR S/N: 10637793)"
48,05/12/16 01:45:00 PM,29.490,,,,,
49,05/12/16 02:15:00 PM,29.290,,,,,
50,05/12/16 02:45:00 PM,29.140,,,,,
51,05/12/16 03:15:00 PM,29.115,,,,,
52,05/12/16 03:45:00 PM,29.515,,,,,
53,05/12/16 04:15:00 PM,28.866,,,,,
54,05/12/16 04:45:00 PM,29.439,,,,,
55,05/12/16 05:15:00 PM,29.315,,,,,
56,05/12/16 05:45:00 PM,29.540,,,,,
57,05/12/16 06:15:00 PM,29.215,,,,,
58,05/12/16 06:45:00 PM,29.690,,,,,
59,05/12/16 07:15:00 PM,29.665,,,,,
60,05/12/16 07:45:00 PM,29.140,,,,,
61,05/12/16 08:15:00 PM,29.040,,,,,
62,05/12/16 08:45:00 PM,28.841,,,,,
63,05/12/16 09:15:00 PM,29.515,,,,,
64,05/12/16 09:45:00 PM,29.515,,,,,
65,05/12/16 10:15:00 PM,29.540,,,,,
66,05/12/16 10:45:00 PM,29.615,,,,,
67,05/12/16 11:15:00 PM,29.665,,,,,
68,05/12/16 11:45:00 PM,29.590,,,,,
69,05/13/16 12:15:00 AM,29.590,,,,,
70,05/13/16 12:45:00 AM,29.464,,,,,
71,05/13/16 01:15:00 AM,29.389,,,,,
72,05/13/16 01:45:00 AM,29.340,,,,,
73,05/13/16 02:15:00 AM,29.515,,,,,
74,05/13/16 02:45:00 AM,29.464,,,,,
75,05/13/16 03:15:00 AM,29.340,,,,,
76,05/13/16 03:45:00 AM,29.215,,,,,
77,05/13/16 04:15:00 AM,29.090,,,,,
78,05/13/16 04:45:00 AM,29.165,,,,,
79,05/13/16 05:15:00 AM,29.115,,,,,
80,05/13/16 05:45:00 AM,29.090,,,,,
81,05/13/16 06:15:00 AM,29.090,,,,,
82,05/13/16 06:45:00 AM,29.190,,,,,
83,05/13/16 07:15:00 AM,29.265,,,,,
84,05/13/16 07:45:00 AM,29.290,,,,,
85,05/13/16 08:15:00 AM,29.290,,,,,
86,05/13/16 08:45:00 AM,29.315,,,,,
87,05/13/16 09:15:00 AM,29.414,,,,,
88,05/13/16 09:45:00 AM,29.165,,,,,
89,05/13/16 10:15:00 AM,29.340,,,,,
90,05/13/16 10:45:00 AM,29.540,,,,,
91,05/13/16 11:15:00 AM,29.565,,,,,
92,05/13/16 11:45:00 AM,29.365,,,,,
93,05/13/16 12:15:00 PM,29.315,,,,,
94,05/13/16 12:45:00 PM,29.040,,,,,
95,05/13/16 01:15:00 PM,29.015,,,,,
96,05/13/16 01:45:00 PM,29.015,,,,,
97,05/13/16 02:15:00 PM,29.515,,,,,
98,05/13/16 02:45:00 PM,29.190,,,,,
99,05/13/16 03:15:00 PM,29.414,,,,,
100,05/13/16 03:45:00 PM,28.990,,,,,
101,05/13/16 04:15:00 PM,28.941,,,,,
102,05/13/16 04:45:00 PM,28.916,,,,,
103,05/13/16 05:15:00 PM,28.766,,,,,
104,05/13/16 05:45:00 PM,28.791,,,,,
105,05/13/16 06:15:00 PM,29.090,,,,,
106,05/13/16 06:45:00 PM,29.340,,,,,
107,05/13/16 07:15:00 PM,29.464,,,,,
108,05/13/16 07:45:00 PM,29.290,,,,,
109,05/13/16 08:15:00 PM,29.065,,,,,
110,05/13/16 08:45:00 PM,29.265,,,,,
111,05/13/16 09:15:00 PM,28.990,,,,,
112,05/13/16 09:45:00 PM,29.340,,,,,
113,05/13/16 10:15:00 PM,29.015,,,,,
114,05/13/16 10:45:00 PM,29.090,,,,,
115,05/13/16 11:15:00 PM,29.215,,,,,
116,05/13/16 11:45:00 PM,28.965,,,,,
117,05/14/16 12:15:00 AM,29.190,,,,,
118,05/14/16 12:45:00 AM,28.941,,,,,
119,05/14/16 01:15:00 AM,28.816,,,,,
120,05/14/16 01:45:00 AM,28.369,,,,,
121,05/14/16 02:15:00 AM,28.866,,,,,
122,05/14/16 02:45:00 AM,29.065,,,,,
123,05/14/16 03:15:00 AM,28.518,,,,,
124,05/14/16 03:45:00 AM,28.493,,,,,
125,05/14/16 04:15:00 AM,29.140,,,,,
126,05/14/16 04:45:00 AM,29.115,,,,,
127,05/14/16 05:15:00 AM,29.215,,,,,
128,05/14/16 05:45:00 AM,29.240,,,,,
129,05/14/16 06:15:00 AM,29.215,,,,,
130,05/14/16 06:45:00 AM,29.190,,,,,
131,05/14/16 07:15:00 AM,29.290,,,,,
132,05/14/16 07:45:00 AM,29.265,,,,,
133,05/14/16 08:15:00 AM,28.816,,,,,
134,05/14/16 08:45:00 AM,29.165,,,,,
135,05/14/16 09:15:00 AM,29.115,,,,,
136,05/14/16 09:45:00 AM,29.540,,,,,
137,05/14/16 10:15:00 AM,29.790,,,,,
138,05/14/16 10:45:00 AM,29.840,,,,,
139,05/14/16 11:15:00 AM,29.740,,,,,
140,05/14/16 11:45:00 AM,29.815,,,,,
141,05/14/16 12:15:00 PM,29.865,,,,,
142,05/14/16 12:45:00 PM,30.167,,,,,
143,05/14/16 01:15:00 PM,29.966,,,,,
144,05/14/16 01:45:00 PM,30.091,,,,,
145,05/14/16 02:15:00 PM,30.142,,,,,
146,05/14/16 02:45:00 PM,30.268,,,,,
147,05/14/16 03:15:00 PM,30.293,,,,,
148,05/14/16 03:45:00 PM,30.192,,,,,
149,05/14/16 04:15:00 PM,30.117,,,,,
150,05/14/16 04:45:00 PM,29.966,,,,,
151,05/14/16 05:15:00 PM,29.740,,,,,
152,05/14/16 05:45:00 PM,29.840,,,,,
153,05/14/16 06:15:00 PM,29.790,,,,,
154,05/14/16 06:45:00 PM,29.690,,,,,
155,05/14/16 07:15:00 PM,29.590,,,,,
156,05/14/16 07:45:00 PM,29.690,,,,,
157,05/14/16 08:15:00 PM,29.464,,,,,
158,05/14/16 08:45:00 PM,29.765,,,,,
159,05/14/16 09:15:00 PM,29.515,,,,,
160,05/14/16 09:45:00 PM,29.715,,,,,
161,05/14/16 10:15:00 PM,29.865,,,,,
162,05/14/16 10:45:00 PM,29.890,,,,,
163,05/14/16 11:15:00 PM,29.815,,,,,
164,05/14/16 11:45:00 PM,29.715,,,,,
165,05/15/16 12:15:00 AM,29.439,,,,,
166,05/15/16 12:45:00 AM,29.615,,,,,
167,05/15/16 01:15:00 AM,29.690,,,,,
168,05/15/16 01:45:00 AM,29.665,,,,,
169,05/15/16 02:15:00 AM,29.690,,,,,
170,05/15/16 02:45:00 AM,29.690,,,,,
171,05/15/16 03:15:00 AM,29.590,,,,,
172,05/15/16 03:45:00 AM,29.615,,,,,
173,05/15/16 04:15:00 AM,29.565,,,,,
174,05/15/16 04:45:00 AM,29.540,,,,,
175,05/15/16 05:15:00 AM,29.540,,,,,
176,05/15/16 05:45:00 AM,29.565,,,,,
177,05/15/16 06:15:00 AM,29.590,,,,,
178,05/15/16 06:45:00 AM,29.565,,,,,
179,05/15/16 07:15:00 AM,29.540,,,,,
180,05/15/16 07:45:00 AM,29.565,,,,,
181,05/15/16 08:15:00 AM,29.265,,,,,
182,05/15/16 08:45:00 AM,29.464,,,,,
183,05/15/16 09:15:00 AM,29.590,,,,,
184,05/15/16 09:45:00 AM,29.389,,,,,
185,05/15/16 10:15:00 AM,29.340,,,,,
186,05/15/16 10:45:00 AM,29.290,,,,,
187,05/15/16 11:15:00 AM,29.040,,,,,
188,05/15/16 11:45:00 AM,29.490,,,,,
189,05/15/16 12:15:00 PM,29.690,,,,,
190,05/15/16 12:45:00 PM,29.765,,,,,
191,05/15/16 01:15:00 PM,29.840,,,,,
192,05/15/16 01:45:00 PM,29.890,,,,,
193,05/15/16 02:15:00 PM,29.765,,,,,
194,05/15/16 02:45:00 PM,29.790,,,,,
195,05/15/16 03:15:00 PM,29.690,,,,,
196,05/15/16 03:45:00 PM,29.414,,,,,
197,05/15/16 04:15:00 PM,29.615,,,,,
198,05/15/16 04:45:00 PM,29.740,,,,,
199,05/15/16 05:15:00 PM,29.765,,,,,
200,05/15/16 05:45:00 PM,29.790,,,,,
201,05/15/16 06:15:00 PM,29.490,,,,,
202,05/15/16 06:45:00 PM,29.165,,,,,
203,05/15/16 07:15:00 PM,29.065,,,,,
204,05/15/16 07:45:00 PM,29.215,,,,,
205,05/15/16 08:15:00 PM,29.090,,,,,
206,05/15/16 08:45:00 PM,29.464,,,,,
207,05/15/16 09:15:00 PM,29.540,,,,,
208,05/15/16 09:45:00 PM,29.115,,,,,
209,05/15/16 10:15:00 PM,29.215,,,,,
210,05/15/16 10:45:00 PM,29.315,,,,,
211,05/15/16 11:15:00 PM,29.565,,,,,
212,05/15/16 11:45:00 PM,29.690,,,,,
213,05/16/16 12:15:00 AM,29.565,,,,,
214,05/16/16 12:45:00 AM,29.565,,,,,
215,05/16/16 01:15:00 AM,29.565,,,,,
216,05/16/16 01:45:00 AM,29.439,,,,,
217,05/16/16 02:15:00 AM,29.565,,,,,
218,05/16/16 02:45:00 AM,29.515,,,,,
219,05/16/16 03:15:00 AM,29.515,,,,,
220,05/16/16 03:45:00 AM,29.439,,,,,
221,05/16/16 04:15:00 AM,29.464,,,,,
222,05/16/16 04:45:00 AM,29.414,,,,,
223,05/16/16 05:15:00 AM,29.439,,,,,
224,05/16/16 05:45:00 AM,29.414,,,,,
225,05/16/16 06:15:00 AM,29.340,,,,,
226,05/16/16 06:45:00 AM,29.389,,,,,
227,05/16/16 07:15:00 AM,29.414,,,,,
228,05/16/16 07:45:00 AM,29.439,,,,,
229,05/16/16 08:15:00 AM,29.439,,,,,
230,05/16/16 08:45:00 AM,29.490,,,,,
231,05/16/16 09:15:00 AM,29.439,,,,,
232,05/16/16 09:45:00 AM,29.464,,,,,
233,05/16/16 10:15:00 AM,29.590,,,,,
234,05/16/16 10:45:00 AM,29.715,,,,,
235,05/16/16 11:15:00 AM,29.615,,,,,
236,05/16/16 11:45:00 AM,29.590,,,,,
237,05/16/16 12:15:00 PM,29.765,,,,,
238,05/16/16 12:45:00 PM,29.840,,,,,
239,05/16/16 01:15:00 PM,29.865,,,,,
240,05/16/16 01:45:00 PM,30.167,,,,,
241,05/16/16 02:15:00 PM,29.690,,,,,
242,05/16/16 02:45:00 PM,29.740,,,,,
243,05/16/16 03:15:00 PM,29.665,,,,,
244,05/16/16 03:45:00 PM,30.016,,,,,
245,05/16/16 04:15:00 PM,29.540,,,,,
246,05/16/16 04:45:00 PM,29.439,,,,,
247,05/16/16 05:15:00 PM,29.265,,,,,
248,05/16/16 05:45:00 PM,29.515,,,,,
249,05/16/16 06:15:00 PM,29.765,,,,,
250,05/16/16 06:45:00 PM,29.740,,,,,
251,05/16/16 07:15:00 PM,29.340,,,,,
252,05/16/16 07:45:00 PM,29.414,,,,,
253,05/16/16 08:15:00 PM,29.540,,,,,
254,05/16/16 08:45:00 PM,29.590,,,,,
255,05/16/16 09:15:00 PM,29.565,,,,,
256,05/16/16 09:45:00 PM,29.565,,,,,
257,05/16/16 10:15:00 PM,29.515,,,,,
258,05/16/16 10:45:00 PM,29.515,,,,,
259,05/16/16 11:15:00 PM,29.439,,,,,
260,05/16/16 11:45:00 PM,29.414,,,,,
261,05/17/16 12:15:00 AM,29.365,,,,,
262,05/17/16 12:45:00 AM,29.365,,,,,
263,05/17/16 01:15:00 AM,29.389,,,,,
264,05/17/16 01:45:00 AM,29.389,,,,,
265,05/17/16 02:15:00 AM,29.340,,,,,
266,05/17/16 02:45:00 AM,29.315,,,,,
267,05/17/16 03:15:00 AM,29.265,,,,,
268,05/17/16 03:45:00 AM,29.265,,,,,
269,05/17/16 04:15:00 AM,29.215,,,,,
270,05/17/16 04:45:00 AM,29.265,,,,,
271,05/17/16 05:15:00 AM,29.240,,,,,
272,05/17/16 05:45:00 AM,29.240,,,,,
273,05/17/16 06:15:00 AM,29.240,,,,,
274,05/17/16 06:45:00 AM,29.265,,,,,
275,05/17/16 07:15:00 AM,29.265,,,,,
276,05/17/16 07:45:00 AM,29.315,,,,,
277,05/17/16 08:15:00 AM,29.315,,,,,
278,05/17/16 08:45:00 AM,29.290,,,,,
279,05/17/16 09:15:00 AM,29.140,,,,,
280,05/17/16 09:45:00 AM,29.265,,,,,
281,05/17/16 10:15:00 AM,29.365,,,,,
282,05/17/16 10:45:00 AM,29.540,,,,,
283,05/17/16 11:15:00 AM,28.941,,,,,
284,05/17/16 11:45:00 AM,29.190,,,,,
285,05/17/16 12:15:00 PM,29.265,,,,,
286,05/17/16 12:45:00 PM,29.315,,,,,
287,05/17/16 01:15:00 PM,29.890,,,,,
288,05/17/16 01:45:00 PM,30.066,,,,,
289,05/17/16 02:15:00 PM,30.419,,,,,
290,05/17/16 02:45:00 PM,30.192,,,,,
291,05/17/16 03:15:00 PM,30.117,,,,,
292,05/17/16 03:45:00 PM,29.540,,,,,
293,05/17/16 04:15:00 PM,29.414,,,,,
294,05/17/16 04:45:00 PM,29.565,,,,,
295,05/17/16 05:15:00 PM,29.715,,,,,
296,05/17/16 05:45:00 PM,29.790,,,,,
297,05/17/16 06:15:00 PM,29.615,,,,,
298,05/17/16 06:45:00 PM,29.865,,,,,
299,05/17/16 07:15:00 PM,29.590,,,,,
300,05/17/16 07:45:00 PM,29.715,,,,,
301,05/17/16 08:15:00 PM,29.515,,,,,
302,05/17/16 08:45:00 PM,29.515,,,,,
303,05/17/16 09:15:00 PM,29.340,,,,,
304,05/17/16 09:45:00 PM,29.290,,,,,
305,05/17/16 10:15:00 PM,29.790,,,,,
306,05/17/16 10:45:00 PM,29.715,,,,,
307,05/17/16 11:15:00 PM,29.365,,,,,
308,05/17/16 11:45:00 PM,29.315,,,,,
309,05/18/16 12:15:00 AM,29.414,,,,,
310,05/18/16 12:45:00 AM,29.640,,,,,
311,05/18/16 01:15:00 AM,29.715,,,,,
312,05/18/16 01:45:00 AM,29.690,,,,,
313,05/18/16 02:15:00 AM,29.740,,,,,
314,05/18/16 02:45:00 AM,29.715,,,,,
315,05/18/16 03:15:00 AM,29.740,,,,,
316,05/18/16 03:45:00 AM,29.665,,,,,
317,05/18/16 04:15:00 AM,29.715,,,,,
318,05/18/16 04:45:00 AM,29.715,,,,,
319,05/18/16 05:15:00 AM,29.540,,,,,
320,05/18/16 05:45:00 AM,29.540,,,,,
321,05/18/16 06:15:00 AM,29.565,,,,,
322,05/18/16 06:45:00 AM,29.565,,,,,
323,05/18/16 07:15:00 AM,29.540,,,,,
324,05/18/16 07:45:00 AM,29.590,,,,,
325,05/18/16 08:15:00 AM,29.565,,,,,
326,05/18/16 08:45:00 AM,29.115,,,,,
327,05/18/16 09:15:00 AM,28.891,,,,,
328,05/18/16 09:45:00 AM,29.240,,,,,
329,05/18/16 10:15:00 AM,29.515,,,,,
330,05/18/16 10:45:00 AM,29.340,,,,,
331,05/18/16 11:15:00 AM,29.290,,,,,
332,05/18/16 11:45:00 AM,29.490,,,,,
333,05/18/16 12:15:00 PM,29.565,,,,,
334,05/18/16 12:45:00 PM,29.540,,,,,
335,05/18/16 01:15:00 PM,29.590,,,,,
336,05/18/16 01:45:00 PM,29.690,,,,,
337,05/18/16 02:15:00 PM,29.941,,,,,
338,05/18/16 02:45:00 PM,30.142,,,,,
339,05/18/16 03:15:00 PM,30.217,,,,,
340,05/18/16 03:45:00 PM,30.293,,,,,
341,05/18/16 04:15:00 PM,30.167,,,,,
342,05/18/16 04:45:00 PM,29.765,,,,,
343,05/18/16 05:15:00 PM,30.142,,,,,
344,05/18/16 05:45:00 PM,30.192,,,,,
345,05/18/16 06:15:00 PM,29.490,,,,,
346,05/18/16 06:45:00 PM,29.414,,,,,
347,05/18/16 07:15:00 PM,29.389,,,,,
348,05/18/16 07:45:00 PM,29.240,,,,,
349,05/18/16 08:15:00 PM,29.389,,,,,
350,05/18/16 08:45:00 PM,29.490,,,,,
351,05/18/16 09:15:00 PM,29.464,,,,,
352,05/18/16 09:45:00 PM,29.815,,,,,
353,05/18/16 10:15:00 PM,30.192,,,,,
354,05/18/16 10:45:00 PM,30.268,,,,,
355,05/18/16 11:15:00 PM,30.369,,,,,
356,05/18/16 11:45:00 PM,30.268,,,,,
357,05/19/16 12:15:00 AM,30.091,,,,,
358,05/19/16 12:45:00 AM,29.916,,,,,
359,05/19/16 01:15:00 AM,29.464,,,,,
360,05/19/16 01:45:00 AM,29.540,,,,,
361,05/19/16 02:15:00 AM,29.640,,,,,
362,05/19/16 02:45:00 AM,29.740,,,,,
363,05/19/16 03:15:00 AM,29.840,,,,,
364,05/19/16 03:45:00 AM,29.840,,,,,
365,05/19/16 04:15:00 AM,29.840,,,,,
366,05/19/16 04:45:00 AM,29.665,,,,,
367,05/19/16 05:15:00 AM,29.815,,,,,
368,05/19/16 05:45:00 AM,29.840,,,,,
369,05/19/16 06:15:00 AM,29.815,,,,,
370,05/19/16 06:45:00 AM,29.715,,,,,
371,05/19/16 07:15:00 AM,29.690,,,,,
372,05/19/16 07:45:00 AM,29.515,,,,,
373,05/19/16 08:15:00 AM,29.565,,,,,
374,05/19/16 08:45:00 AM,29.540,,,,,
375,05/19/16 09:15:00 AM,29.790,,,,,
376,05/19/16 09:45:00 AM,29.815,,,,,
377,05/19/16 10:15:00 AM,29.815,,,,,
378,05/19/16 10:45:00 AM,29.740,,,,,
379,05/19/16 11:15:00 AM,29.765,,,,,
380,05/19/16 11:45:00 AM,29.765,,,,,
381,05/19/16 12:15:00 PM,29.765,,,,,
382,05/19/16 12:45:00 PM,29.840,,,,,
383,05/19/16 01:15:00 PM,30.142,,,,,
384,05/19/16 01:45:00 PM,30.495,,,,,
385,05/19/16 02:15:00 PM,30.596,,,,,
386,05/19/16 02:45:00 PM,30.824,,,,,
387,05/19/16 03:15:00 PM,30.773,,,,,
388,05/19/16 03:45:00 PM,30.621,,,,,
389,05/19/16 04:15:00 PM,30.520,,,,,
390,05/19/16 04:45:00 PM,30.621,,,,,
391,05/19/16 05:15:00 PM,30.621,,,,,
392,05/19/16 05:45:00 PM,30.444,,,,,
393,05/19/16 06:15:00 PM,30.318,,,,,
394,05/19/16 06:45:00 PM,30.343,,,,,
395,05/19/16 07:15:00 PM,30.343,,,,,
396,05/19/16 07:45:00 PM,30.343,,,,,
397,05/19/16 08:15:00 PM,30.343,,,,,
398,05/19/16 08:45:00 PM,30.343,,,,,
399,05/19/16 09:15:00 PM,30.268,,,,,
400,05/19/16 09:45:00 PM,30.192,,,,,
401,05/19/16 10:15:00 PM,30.192,,,,,
402,05/19/16 10:45:00 PM,30.192,,,,,
403,05/19/16 11:15:00 PM,30.243,,,,,
404,05/19/16 11:45:00 PM,30.268,,,,,
405,05/20/16 12:15:00 AM,30.268,,,,,
406,05/20/16 12:45:00 AM,30.243,,,,,
407,05/20/16 01:15:00 AM,30.243,,,,,
408,05/20/16 01:45:00 AM,30.243,,,,,
409,05/20/16 02:15:00 AM,30.243,,,,,
410,05/20/16 02:45:00 AM,30.192,,,,,
411,05/20/16 03:15:00 AM,30.091,,,,,
412,05/20/16 03:45:00 AM,30.117,,,,,
413,05/20/16 04:15:00 AM,30.142,,,,,
414,05/20/16 04:45:00 AM,30.167,,,,,
415,05/20/16 05:15:00 AM,30.192,,,,,
416,05/20/16 05:45:00 AM,30.117,,,,,
417,05/20/16 06:15:00 AM,30.167,,,,,
418,05/20/16 06:45:00 AM,30.091,,,,,
419,05/20/16 07:15:00 AM,30.041,,,,,
420,05/20/16 07:45:00 AM,29.966,,,,,
421,05/20/16 08:15:00 AM,29.615,,,,,
422,05/20/16 08:45:00 AM,29.290,,,,,
423,05/20/16 09:15:00 AM,29.265,,,,,
424,05/20/16 09:45:00 AM,29.090,,,,,
425,05/20/16 10:15:00 AM,29.190,,,,,
426,05/20/16 10:45:00 AM,29.815,,,,,
427,05/20/16 11:15:00 AM,30.318,,,,,
428,05/20/16 11:45:00 AM,30.293,,,,,
429,05/20/16 12:15:00 PM,30.268,,,,,
430,05/20/16 12:45:00 PM,30.394,,,,,
431,05/20/16 01:15:00 PM,30.495,,,,,
432,05/20/16 01:45:00 PM,30.621,,,,,
433,05/20/16 02:15:00 PM,31.331,,,,,
434,05/20/16 02:45:00 PM,31.484,,,,,
435,05/20/16 03:15:00 PM,31.433,,,,,
436,05/20/16 03:45:00 PM,31.382,,,,,
437,05/20/16 04:15:00 PM,31.331,,,,,
438,05/20/16 04:45:00 PM,31.255,,,,,
439,05/20/16 05:15:00 PM,31.255,,,,,
440,05/20/16 05:45:00 PM,31.255,,,,,
441,05/20/16 06:15:00 PM,30.596,,,,,
442,05/20/16 06:45:00 PM,29.865,,,,,
443,05/20/16 07:15:00 PM,30.091,,,,,
444,05/20/16 07:45:00 PM,29.615,,,,,
445,05/20/16 08:15:00 PM,29.790,,,,,
446,05/20/16 08:45:00 PM,29.665,,,,,
447,05/20/16 09:15:00 PM,29.490,,,,,
448,05/20/16 09:45:00 PM,29.365,,,,,
449,05/20/16 10:15:00 PM,29.389,,,,,
450,05/20/16 10:45:00 PM,29.665,,,,,
451,05/20/16 11:15:00 PM,30.091,,,,,
452,05/20/16 11:45:00 PM,30.016,,,,,
453,05/21/16 12:15:00 AM,30.495,,,,,
454,05/21/16 12:45:00 AM,30.697,,,,,
455,05/21/16 01:15:00 AM,30.646,,,,,
456,05/21/16 01:45:00 AM,30.545,,,,,
457,05/21/16 02:15:00 AM,30.495,,,,,
458,05/21/16 02:45:00 AM,30.444,,,,,
459,05/21/16 03:15:00 AM,30.419,,,,,
460,05/21/16 03:45:00 AM,30.419,,,,,
461,05/21/16 04:15:00 AM,30.419,,,,,
462,05/21/16 04:45:00 AM,30.369,,,,,
463,05/21/16 05:15:00 AM,30.394,,,,,
464,05/21/16 05:45:00 AM,30.394,,,,,
465,05/21/16 06:15:00 AM,30.394,,,,,
466,05/21/16 06:45:00 AM,30.091,,,,,
467,05/21/16 07:15:00 AM,30.091,,,,,
468,05/21/16 07:45:00 AM,29.916,,,,,
469,05/21/16 08:15:00 AM,29.840,,,,,
470,05/21/16 08:45:00 AM,29.665,,,,,
471,05/21/16 09:15:00 AM,29.565,,,,,
472,05/21/16 09:45:00 AM,29.515,,,,,
473,05/21/16 10:15:00 AM,29.590,,,,,
474,05/21/16 10:45:00 AM,29.414,,,,,
475,05/21/16 11:15:00 AM,29.439,,,,,
476,05/21/16 11:45:00 AM,29.265,,,,,
477,05/21/16 12:15:00 PM,29.464,,,,,
478,05/21/16 12:45:00 PM,30.343,,,,,
479,05/21/16 01:15:00 PM,30.520,,,,,
480,05/21/16 01:45:00 PM,30.596,,,,,
481,05/21/16 02:15:00 PM,30.545,,,,,
482,05/21/16 02:45:00 PM,30.469,,,,,
483,05/21/16 03:15:00 PM,30.419,,,,,
484,05/21/16 03:45:00 PM,30.394,,,,,
485,05/21/16 04:15:00 PM,30.142,,,,,
486,05/21/16 04:45:00 PM,30.167,,,,,
487,05/21/16 05:15:00 PM,30.091,,,,,
488,05/21/16 05:45:00 PM,30.016,,,,,
489,05/21/16 06:15:00 PM,29.991,,,,,
490,05/21/16 06:45:00 PM,30.016,,,,,
491,05/21/16 07:15:00 PM,29.966,,,,,
492,05/21/16 07:45:00 PM,29.991,,,,,
493,05/21/16 08:15:00 PM,30.016,,,,,
494,05/21/16 08:45:00 PM,29.941,,,,,
495,05/21/16 09:15:00 PM,29.916,,,,,
496,05/21/16 09:45:00 PM,30.016,,,,,
497,05/21/16 10:15:00 PM,30.041,,,,,
498,05/21/16 10:45:00 PM,29.916,,,,,
499,05/21/16 11:15:00 PM,30.016,,,,,
500,05/21/16 11:45:00 PM,29.340,,,,,
501,05/22/16 12:15:00 AM,29.490,,,,,
502,05/22/16 12:45:00 AM,29.865,,,,,
503,05/22/16 01:15:00 AM,29.890,,,,,
504,05/22/16 01:45:00 AM,29.765,,,,,
505,05/22/16 02:15:00 AM,29.740,,,,,
506,05/22/16 02:45:00 AM,29.665,,,,,
507,05/22/16 03:15:00 AM,29.665,,,,,
508,05/22/16 03:45:00 AM,29.590,,,,,
509,05/22/16 04:15:00 AM,29.590,,,,,
510,05/22/16 04:45:00 AM,29.340,,,,,
511,05/22/16 05:15:00 AM,29.315,,,,,
512,05/22/16 05:45:00 AM,29.389,,,,,
513,05/22/16 06:15:00 AM,29.365,,,,,
514,05/22/16 06:45:00 AM,29.414,,,,,
515,05/22/16 07:15:00 AM,29.414,,,,,
516,05/22/16 07:45:00 AM,29.464,,,,,
517,05/22/16 08:15:00 AM,29.490,,,,,
518,05/22/16 08:45:00 AM,29.540,,,,,
519,05/22/16 09:15:00 AM,29.439,,,,,
520,05/22/16 09:45:00 AM,29.464,,,,,
521,05/22/16 10:15:00 AM,29.515,,,,,
522,05/22/16 10:45:00 AM,29.414,,,,,
523,05/22/16 11:15:00 AM,29.565,,,,,
524,05/22/16 11:45:00 AM,29.640,,,,,
525,05/22/16 12:15:00 PM,29.615,,,,,
