"Plot Title: 10718540"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 10718540, SEN S/N: 10718540)","Coupler Detached (LGR S/N: 10718540)","Coupler Attached (LGR S/N: 10718540)","Host Connected (LGR S/N: 10718540)","Stopped (LGR S/N: 10718540)","End Of File (LGR S/N: 10718540)"
35,05/07/17 09:15:00 AM,85.035,,,,,
36,05/07/17 09:45:00 AM,85.035,,,,,
37,05/07/17 10:15:00 AM,84.990,,,,,
38,05/07/17 10:45:00 AM,84.945,,,,,
39,05/07/17 11:15:00 AM,84.900,,,,,
40,05/07/17 11:45:00 AM,84.900,,,,,
41,05/07/17 12:15:00 PM,84.945,,,,,
42,05/07/17 12:45:00 PM,84.945,,,,,
43,05/07/17 01:15:00 PM,84.812,,,,,
44,05/07/17 01:45:00 PM,84.767,,,,,
45,05/07/17 02:15:00 PM,84.767,,,,,
46,05/07/17 02:45:00 PM,84.812,,,,,
47,05/07/17 03:15:00 PM,84.812,,,,,
48,05/07/17 03:45:00 PM,84.767,,,,,
49,05/07/17 04:15:00 PM,84.722,,,,,
50,05/07/17 04:45:00 PM,84.452,,,,,
51,05/07/17 05:15:00 PM,84.407,,,,,
52,05/07/17 05:45:00 PM,84.722,,,,,
53,05/07/17 06:15:00 PM,84.767,,,,,
54,05/07/17 06:45:00 PM,84.722,,,,,
55,05/07/17 07:15:00 PM,84.857,,,,,
56,05/07/17 07:45:00 PM,84.945,,,,,
57,05/07/17 08:15:00 PM,84.990,,,,,
58,05/07/17 08:45:00 PM,84.812,,,,,
59,05/07/17 09:15:00 PM,84.542,,,,,
60,05/07/17 09:45:00 PM,84.812,,,,,
61,05/07/17 10:15:00 PM,85.035,,,,,
62,05/07/17 10:45:00 PM,85.262,,,,,
63,05/07/17 11:15:00 PM,85.217,,,,,
64,05/07/17 11:45:00 PM,85.172,,,,,
65,05/08/17 12:15:00 AM,85.172,,,,,
66,05/08/17 12:45:00 AM,85.397,,,,,
67,05/08/17 01:15:00 AM,85.397,,,,,
68,05/08/17 01:45:00 AM,85.352,,,,,
69,05/08/17 02:15:00 AM,85.397,,,,,
70,05/08/17 02:45:00 AM,85.397,,,,,
71,05/08/17 03:15:00 AM,85.532,,,,,
72,05/08/17 03:45:00 AM,85.667,,,,,
73,05/08/17 04:15:00 AM,85.667,,,,,
74,05/08/17 04:45:00 AM,85.487,,,,,
75,05/08/17 05:15:00 AM,85.442,,,,,
76,05/08/17 05:45:00 AM,85.397,,,,,
77,05/08/17 06:15:00 AM,85.352,,,,,
78,05/08/17 06:45:00 AM,85.397,,,,,
79,05/08/17 07:15:00 AM,85.262,,,,,
80,05/08/17 07:45:00 AM,85.307,,,,,
81,05/08/17 08:15:00 AM,85.035,,,,,
82,05/08/17 08:45:00 AM,84.900,,,,,
83,05/08/17 09:15:00 AM,84.182,,,,,
84,05/08/17 09:45:00 AM,84.272,,,,,
85,05/08/17 10:15:00 AM,84.407,,,,,
86,05/08/17 10:45:00 AM,84.452,,,,,
87,05/08/17 11:15:00 AM,84.945,,,,,
88,05/08/17 11:45:00 AM,85.172,,,,,
89,05/08/17 12:15:00 PM,85.172,,,,,
90,05/08/17 12:45:00 PM,85.217,,,,,
91,05/08/17 01:15:00 PM,85.217,,,,,
92,05/08/17 01:45:00 PM,85.127,,,,,
93,05/08/17 02:15:00 PM,85.127,,,,,
94,05/08/17 02:45:00 PM,85.082,,,,,
95,05/08/17 03:15:00 PM,85.035,,,,,
96,05/08/17 03:45:00 PM,84.990,,,,,
97,05/08/17 04:15:00 PM,84.990,,,,,
98,05/08/17 04:45:00 PM,84.812,,,,,
99,05/08/17 05:15:00 PM,84.497,,,,,
100,05/08/17 05:45:00 PM,84.227,,,,,
101,05/08/17 06:15:00 PM,84.362,,,,,
102,05/08/17 06:45:00 PM,84.812,,,,,
103,05/08/17 07:15:00 PM,84.812,,,,,
104,05/08/17 07:45:00 PM,84.857,,,,,
105,05/08/17 08:15:00 PM,84.857,,,,,
106,05/08/17 08:45:00 PM,85.035,,,,,
107,05/08/17 09:15:00 PM,85.172,,,,,
108,05/08/17 09:45:00 PM,85.035,,,,,
109,05/08/17 10:15:00 PM,85.172,,,,,
110,05/08/17 10:45:00 PM,84.945,,,,,
111,05/08/17 11:15:00 PM,84.990,,,,,
112,05/08/17 11:45:00 PM,85.172,,,,,
113,05/09/17 12:15:00 AM,85.532,,,,,
114,05/09/17 12:45:00 AM,85.667,,,,,
115,05/09/17 01:15:00 AM,85.849,,,,,
116,05/09/17 01:45:00 AM,85.939,,,,,
117,05/09/17 02:15:00 AM,85.894,,,,,
118,05/09/17 02:45:00 AM,85.849,,,,,
119,05/09/17 03:15:00 AM,85.939,,,,,
120,05/09/17 03:45:00 AM,86.301,,,,,
121,05/09/17 04:15:00 AM,85.757,,,,,
122,05/09/17 04:45:00 AM,85.849,,,,,
123,05/09/17 05:15:00 AM,85.894,,,,,
124,05/09/17 05:45:00 AM,86.256,,,,,
125,05/09/17 06:15:00 AM,86.211,,,,,
126,05/09/17 06:45:00 AM,85.802,,,,,
127,05/09/17 07:15:00 AM,85.352,,,,,
128,05/09/17 07:45:00 AM,85.082,,,,,
129,05/09/17 08:15:00 AM,83.959,,,,,
130,05/09/17 08:45:00 AM,83.199,,,,,
131,05/09/17 09:15:00 AM,82.841,,,,,
132,05/09/17 09:45:00 AM,83.242,,,,,
133,05/09/17 10:15:00 AM,82.798,,,,,
134,05/09/17 10:45:00 AM,85.035,,,,,
135,05/09/17 11:15:00 AM,85.487,,,,,
136,05/09/17 11:45:00 AM,85.577,,,,,
137,05/09/17 12:15:00 PM,85.622,,,,,
138,05/09/17 12:45:00 PM,85.622,,,,,
139,05/09/17 01:15:00 PM,85.487,,,,,
140,05/09/17 01:45:00 PM,85.487,,,,,
141,05/09/17 02:15:00 PM,85.397,,,,,
142,05/09/17 02:45:00 PM,85.397,,,,,
143,05/09/17 03:15:00 PM,85.397,,,,,
144,05/09/17 03:45:00 PM,85.397,,,,,
145,05/09/17 04:15:00 PM,85.352,,,,,
146,05/09/17 04:45:00 PM,85.352,,,,,
147,05/09/17 05:15:00 PM,85.035,,,,,
148,05/09/17 05:45:00 PM,85.127,,,,,
149,05/09/17 06:15:00 PM,85.352,,,,,
150,05/09/17 06:45:00 PM,85.352,,,,,
151,05/09/17 07:15:00 PM,84.900,,,,,
152,05/09/17 07:45:00 PM,84.094,,,,,
153,05/09/17 08:15:00 PM,84.767,,,,,
154,05/09/17 08:45:00 PM,84.632,,,,,
155,05/09/17 09:15:00 PM,84.632,,,,,
156,05/09/17 09:45:00 PM,85.307,,,,,
157,05/09/17 10:15:00 PM,85.487,,,,,
158,05/09/17 10:45:00 PM,85.577,,,,,
159,05/09/17 11:15:00 PM,85.307,,,,,
160,05/09/17 11:45:00 PM,85.667,,,,,
161,05/10/17 12:15:00 AM,85.667,,,,,
162,05/10/17 12:45:00 AM,85.622,,,,,
163,05/10/17 01:15:00 AM,85.577,,,,,
164,05/10/17 01:45:00 AM,85.577,,,,,
165,05/10/17 02:15:00 AM,85.667,,,,,
166,05/10/17 02:45:00 AM,85.667,,,,,
167,05/10/17 03:15:00 AM,85.667,,,,,
168,05/10/17 03:45:00 AM,85.757,,,,,
169,05/10/17 04:15:00 AM,85.757,,,,,
170,05/10/17 04:45:00 AM,85.667,,,,,
171,05/10/17 05:15:00 AM,85.622,,,,,
172,05/10/17 05:45:00 AM,85.757,,,,,
173,05/10/17 06:15:00 AM,85.667,,,,,
174,05/10/17 06:45:00 AM,85.667,,,,,
175,05/10/17 07:15:00 AM,85.442,,,,,
176,05/10/17 07:45:00 AM,84.497,,,,,
177,05/10/17 08:15:00 AM,85.035,,,,,
178,05/10/17 08:45:00 AM,84.990,,,,,
179,05/10/17 09:15:00 AM,83.422,,,,,
180,05/10/17 09:45:00 AM,83.332,,,,,
181,05/10/17 10:15:00 AM,84.137,,,,,
182,05/10/17 10:45:00 AM,84.362,,,,,
183,05/10/17 11:15:00 AM,84.722,,,,,
184,05/10/17 11:45:00 AM,84.677,,,,,
185,05/10/17 12:15:00 PM,84.587,,,,,
186,05/10/17 12:45:00 PM,84.632,,,,,
187,05/10/17 01:15:00 PM,84.632,,,,,
188,05/10/17 01:45:00 PM,84.632,,,,,
189,05/10/17 02:15:00 PM,84.632,,,,,
190,05/10/17 02:45:00 PM,84.632,,,,,
191,05/10/17 03:15:00 PM,84.632,,,,,
192,05/10/17 03:45:00 PM,84.722,,,,,
193,05/10/17 04:15:00 PM,84.857,,,,,
194,05/10/17 04:45:00 PM,85.035,,,,,
195,05/10/17 05:15:00 PM,85.127,,,,,
196,05/10/17 05:45:00 PM,85.082,,,,,
197,05/10/17 06:15:00 PM,85.035,,,,,
198,05/10/17 06:45:00 PM,85.082,,,,,
199,05/10/17 07:15:00 PM,85.172,,,,,
200,05/10/17 07:45:00 PM,84.900,,,,,
201,05/10/17 08:15:00 PM,84.497,,,,,
202,05/10/17 08:45:00 PM,83.869,,,,,
203,05/10/17 09:15:00 PM,83.511,,,,,
204,05/10/17 09:45:00 PM,83.109,,,,,
205,05/10/17 10:15:00 PM,83.736,,,,,
206,05/10/17 10:45:00 PM,82.886,,,,,
207,05/10/17 11:15:00 PM,83.824,,,,,
208,05/10/17 11:45:00 PM,84.137,,,,,
209,05/11/17 12:15:00 AM,84.767,,,,,
210,05/11/17 12:45:00 AM,84.632,,,,,
211,05/11/17 01:15:00 AM,84.722,,,,,
212,05/11/17 01:45:00 AM,85.172,,,,,
213,05/11/17 02:15:00 AM,85.307,,,,,
214,05/11/17 02:45:00 AM,85.352,,,,,
215,05/11/17 03:15:00 AM,85.487,,,,,
216,05/11/17 03:45:00 AM,85.487,,,,,
217,05/11/17 04:15:00 AM,85.352,,,,,
218,05/11/17 04:45:00 AM,85.127,,,,,
219,05/11/17 05:15:00 AM,85.035,,,,,
220,05/11/17 05:45:00 AM,85.172,,,,,
221,05/11/17 06:15:00 AM,85.127,,,,,
222,05/11/17 06:45:00 AM,85.035,,,,,
223,05/11/17 07:15:00 AM,84.767,,,,,
224,05/11/17 07:45:00 AM,84.542,,,,,
225,05/11/17 08:15:00 AM,84.227,,,,,
226,05/11/17 08:45:00 AM,83.511,,,,,
227,05/11/17 09:15:00 AM,83.199,,,,,
228,05/11/17 09:45:00 AM,82.620,,,,,
229,05/11/17 10:15:00 AM,82.665,,,,,
230,05/11/17 10:45:00 AM,82.575,,,,,
231,05/11/17 11:15:00 AM,82.353,,,,,
232,05/11/17 11:45:00 AM,83.021,,,,,
233,05/11/17 12:15:00 PM,83.109,,,,,
234,05/11/17 12:45:00 PM,83.377,,,,,
235,05/11/17 01:15:00 PM,84.004,,,,,
236,05/11/17 01:45:00 PM,83.824,,,,,
237,05/11/17 02:15:00 PM,84.227,,,,,
238,05/11/17 02:45:00 PM,84.227,,,,,
239,05/11/17 03:15:00 PM,84.182,,,,,
240,05/11/17 03:45:00 PM,84.182,,,,,
241,05/11/17 04:15:00 PM,84.452,,,,,
242,05/11/17 04:45:00 PM,84.677,,,,,
243,05/11/17 05:15:00 PM,84.722,,,,,
244,05/11/17 05:45:00 PM,84.767,,,,,
245,05/11/17 06:15:00 PM,84.677,,,,,
246,05/11/17 06:45:00 PM,84.587,,,,,
247,05/11/17 07:15:00 PM,84.587,,,,,
248,05/11/17 07:45:00 PM,84.497,,,,,
249,05/11/17 08:15:00 PM,84.452,,,,,
250,05/11/17 08:45:00 PM,84.542,,,,,
251,05/11/17 09:15:00 PM,84.227,,,,,
252,05/11/17 09:45:00 PM,84.362,,,,,
253,05/11/17 10:15:00 PM,83.556,,,,,
254,05/11/17 10:45:00 PM,82.753,,,,,
255,05/11/17 11:15:00 PM,83.287,,,,,
256,05/11/17 11:45:00 PM,84.722,,,,,
257,05/12/17 12:15:00 AM,84.497,,,,,
258,05/12/17 12:45:00 AM,84.587,,,,,
259,05/12/17 01:15:00 AM,84.900,,,,,
260,05/12/17 01:45:00 AM,85.035,,,,,
261,05/12/17 02:15:00 AM,85.262,,,,,
262,05/12/17 02:45:00 AM,85.397,,,,,
263,05/12/17 03:15:00 AM,85.397,,,,,
264,05/12/17 03:45:00 AM,85.442,,,,,
265,05/12/17 04:15:00 AM,85.442,,,,,
266,05/12/17 04:45:00 AM,85.262,,,,,
267,05/12/17 05:15:00 AM,84.900,,,,,
268,05/12/17 05:45:00 AM,84.452,,,,,
269,05/12/17 06:15:00 AM,84.587,,,,,
270,05/12/17 06:45:00 AM,85.172,,,,,
271,05/12/17 07:15:00 AM,85.127,,,,,
272,05/12/17 07:45:00 AM,84.990,,,,,
273,05/12/17 08:15:00 AM,84.767,,,,,
274,05/12/17 08:45:00 AM,84.945,,,,,
275,05/12/17 09:15:00 AM,84.272,,,,,
276,05/12/17 09:45:00 AM,83.467,,,,,
277,05/12/17 10:15:00 AM,84.362,,,,,
278,05/12/17 10:45:00 AM,84.182,,,,,
279,05/12/17 11:15:00 AM,84.407,,,,,
280,05/12/17 11:45:00 AM,84.587,,,,,
281,05/12/17 12:15:00 PM,84.407,,,,,
282,05/12/17 12:45:00 PM,84.272,,,,,
283,05/12/17 01:15:00 PM,84.182,,,,,
284,05/12/17 01:45:00 PM,84.587,,,,,
285,05/12/17 02:15:00 PM,84.407,,,,,
286,05/12/17 02:45:00 PM,84.362,,,,,
287,05/12/17 03:15:00 PM,84.452,,,,,
288,05/12/17 03:45:00 PM,84.632,,,,,
289,05/12/17 04:15:00 PM,84.677,,,,,
290,05/12/17 04:45:00 PM,84.945,,,,,
291,05/12/17 05:15:00 PM,84.990,,,,,
292,05/12/17 05:45:00 PM,85.035,,,,,
293,05/12/17 06:15:00 PM,84.857,,,,,
294,05/12/17 06:45:00 PM,84.677,,,,,
295,05/12/17 07:15:00 PM,84.900,,,,,
296,05/12/17 07:45:00 PM,84.857,,,,,
297,05/12/17 08:15:00 PM,84.857,,,,,
298,05/12/17 08:45:00 PM,84.632,,,,,
299,05/12/17 09:15:00 PM,84.317,,,,,
300,05/12/17 09:45:00 PM,83.869,,,,,
301,05/12/17 10:15:00 PM,84.004,,,,,
302,05/12/17 10:45:00 PM,83.199,,,,,
303,05/12/17 11:15:00 PM,83.287,,,,,
304,05/12/17 11:45:00 PM,83.691,,,,,
305,05/13/17 12:15:00 AM,84.227,,,,,
306,05/13/17 12:45:00 AM,84.945,,,,,
307,05/13/17 01:15:00 AM,85.035,,,,,
308,05/13/17 01:45:00 AM,85.082,,,,,
309,05/13/17 02:15:00 AM,85.172,,,,,
310,05/13/17 02:45:00 AM,84.990,,,,,
311,05/13/17 03:15:00 AM,84.812,,,,,
312,05/13/17 03:45:00 AM,84.227,,,,,
313,05/13/17 04:15:00 AM,84.452,,,,,
314,05/13/17 04:45:00 AM,84.722,,,,,
315,05/13/17 05:15:00 AM,84.407,,,,,
316,05/13/17 05:45:00 AM,83.779,,,,,
317,05/13/17 06:15:00 AM,83.691,,,,,
318,05/13/17 06:45:00 AM,83.467,,,,,
319,05/13/17 07:15:00 AM,83.511,,,,,
320,05/13/17 07:45:00 AM,83.824,,,,,
321,05/13/17 08:15:00 AM,83.914,,,,,
322,05/13/17 08:45:00 AM,84.452,,,,,
323,05/13/17 09:15:00 AM,84.362,,,,,
324,05/13/17 09:45:00 AM,83.691,,,,,
325,05/13/17 10:15:00 AM,83.869,,,,,
326,05/13/17 10:45:00 AM,83.736,,,,,
327,05/13/17 11:15:00 AM,83.199,,,,,
328,05/13/17 11:45:00 AM,83.242,,,,,
329,05/13/17 12:15:00 PM,83.242,,,,,
330,05/13/17 12:45:00 PM,83.199,,,,,
331,05/13/17 01:15:00 PM,84.004,,,,,
332,05/13/17 01:45:00 PM,84.137,,,,,
333,05/13/17 02:15:00 PM,84.227,,,,,
334,05/13/17 02:45:00 PM,84.272,,,,,
335,05/13/17 03:15:00 PM,84.317,,,,,
336,05/13/17 03:45:00 PM,84.407,,,,,
337,05/13/17 04:15:00 PM,84.497,,,,,
338,05/13/17 04:45:00 PM,84.497,,,,,
339,05/13/17 05:15:00 PM,84.317,,,,,
340,05/13/17 05:45:00 PM,84.272,,,,,
341,05/13/17 06:15:00 PM,84.004,,,,,
342,05/13/17 06:45:00 PM,83.914,,,,,
343,05/13/17 07:15:00 PM,84.004,,,,,
344,05/13/17 07:45:00 PM,84.137,,,,,
345,05/13/17 08:15:00 PM,84.004,,,,,
346,05/13/17 08:45:00 PM,84.137,,,,,
347,05/13/17 09:15:00 PM,84.049,,,,,
348,05/13/17 09:45:00 PM,83.959,,,,,
349,05/13/17 10:15:00 PM,83.869,,,,,
350,05/13/17 10:45:00 PM,83.422,,,,,
351,05/13/17 11:15:00 PM,83.736,,,,,
352,05/13/17 11:45:00 PM,84.227,,,,,
353,05/14/17 12:15:00 AM,84.094,,,,,
354,05/14/17 12:45:00 AM,84.049,,,,,
355,05/14/17 01:15:00 AM,84.542,,,,,
356,05/14/17 01:45:00 AM,84.677,,,,,
357,05/14/17 02:15:00 AM,84.767,,,,,
358,05/14/17 02:45:00 AM,85.622,,,,,
359,05/14/17 03:15:00 AM,85.849,,,,,
360,05/14/17 03:45:00 AM,85.667,,,,,
361,05/14/17 04:15:00 AM,85.442,,,,,
362,05/14/17 04:45:00 AM,85.082,,,,,
363,05/14/17 05:15:00 AM,84.945,,,,,
364,05/14/17 05:45:00 AM,84.587,,,,,
365,05/14/17 06:15:00 AM,84.497,,,,,
366,05/14/17 06:45:00 AM,84.452,,,,,
367,05/14/17 07:15:00 AM,84.362,,,,,
368,05/14/17 07:45:00 AM,84.227,,,,,
369,05/14/17 08:15:00 AM,84.542,,,,,
370,05/14/17 08:45:00 AM,84.272,,,,,
371,05/14/17 09:15:00 AM,83.914,,,,,
372,05/14/17 09:45:00 AM,83.914,,,,,
373,05/14/17 10:15:00 AM,83.691,,,,,
374,05/14/17 10:45:00 AM,83.467,,,,,
375,05/14/17 11:15:00 AM,83.377,,,,,
376,05/14/17 11:45:00 AM,83.422,,,,,
377,05/14/17 12:15:00 PM,83.691,,,,,
378,05/14/17 12:45:00 PM,83.779,,,,,
379,05/14/17 01:15:00 PM,84.049,,,,,
380,05/14/17 01:45:00 PM,84.182,,,,,
381,05/14/17 02:15:00 PM,84.272,,,,,
382,05/14/17 02:45:00 PM,84.004,,,,,
383,05/14/17 03:15:00 PM,83.914,,,,,
384,05/14/17 03:45:00 PM,83.914,,,,,
385,05/14/17 04:15:00 PM,83.779,,,,,
386,05/14/17 04:45:00 PM,83.779,,,,,
387,05/14/17 05:15:00 PM,83.869,,,,,
388,05/14/17 05:45:00 PM,83.914,,,,,
389,05/14/17 06:15:00 PM,84.049,,,,,
390,05/14/17 06:45:00 PM,84.094,,,,,
391,05/14/17 07:15:00 PM,83.869,,,,,
392,05/14/17 07:45:00 PM,83.691,,,,,
393,05/14/17 08:15:00 PM,84.227,,,,,
394,05/14/17 08:45:00 PM,84.137,,,,,
395,05/14/17 09:15:00 PM,83.779,,,,,
396,05/14/17 09:45:00 PM,83.736,,,,,
397,05/14/17 10:15:00 PM,83.511,,,,,
398,05/14/17 10:45:00 PM,83.556,,,,,
399,05/14/17 11:15:00 PM,83.601,,,,,
400,05/14/17 11:45:00 PM,83.779,,,,,
401,05/15/17 12:15:00 AM,83.779,,,,,
402,05/15/17 12:45:00 AM,83.601,,,,,
403,05/15/17 01:15:00 AM,83.511,,,,,
404,05/15/17 01:45:00 AM,83.467,,,,,
405,05/15/17 02:15:00 AM,83.646,,,,,
406,05/15/17 02:45:00 AM,84.362,,,,,
407,05/15/17 03:15:00 AM,84.812,,,,,
408,05/15/17 03:45:00 AM,85.487,,,,,
409,05/15/17 04:15:00 AM,84.767,,,,,
410,05/15/17 04:45:00 AM,85.035,,,,,
411,05/15/17 05:15:00 AM,85.397,,,,,
412,05/15/17 05:45:00 AM,84.812,,,,,
413,05/15/17 06:15:00 AM,84.587,,,,,
414,05/15/17 06:45:00 AM,84.722,,,,,
415,05/15/17 07:15:00 AM,84.677,,,,,
416,05/15/17 07:45:00 AM,84.137,,,,,
417,05/15/17 08:15:00 AM,84.542,,,,,
418,05/15/17 08:45:00 AM,85.262,,,,,
419,05/15/17 09:15:00 AM,84.900,,,,,
420,05/15/17 09:45:00 AM,84.452,,,,,
421,05/15/17 10:15:00 AM,83.824,,,,,
422,05/15/17 10:45:00 AM,83.779,,,,,
423,05/15/17 11:15:00 AM,83.959,,,,,
424,05/15/17 11:45:00 AM,83.691,,,,,
425,05/15/17 12:15:00 PM,84.049,,,,,
426,05/15/17 12:45:00 PM,84.182,,,,,
427,05/15/17 01:15:00 PM,84.182,,,,,
428,05/15/17 01:45:00 PM,84.452,,,,,
429,05/15/17 02:15:00 PM,84.452,,,,,
430,05/15/17 02:45:00 PM,84.542,,,,,
431,05/15/17 03:15:00 PM,84.587,,,,,
432,05/15/17 03:45:00 PM,84.632,,,,,
433,05/15/17 04:15:00 PM,84.677,,,,,
434,05/15/17 04:45:00 PM,84.407,,,,,
435,05/15/17 05:15:00 PM,84.587,,,,,
436,05/15/17 05:45:00 PM,84.677,,,,,
437,05/15/17 06:15:00 PM,84.632,,,,,
438,05/15/17 06:45:00 PM,84.677,,,,,
439,05/15/17 07:15:00 PM,84.632,,,,,
440,05/15/17 07:45:00 PM,84.632,,,,,
441,05/15/17 08:15:00 PM,84.812,,,,,
442,05/15/17 08:45:00 PM,84.632,,,,,
443,05/15/17 09:15:00 PM,84.767,,,,,
444,05/15/17 09:45:00 PM,84.812,,,,,
445,05/15/17 10:15:00 PM,84.900,,,,,
446,05/15/17 10:45:00 PM,84.945,,,,,
447,05/15/17 11:15:00 PM,83.824,,,,,
448,05/15/17 11:45:00 PM,83.959,,,,,
449,05/16/17 12:15:00 AM,84.317,,,,,
450,05/16/17 12:45:00 AM,83.869,,,,,
451,05/16/17 01:15:00 AM,84.049,,,,,
452,05/16/17 01:45:00 AM,84.137,,,,,
453,05/16/17 02:15:00 AM,84.812,,,,,
454,05/16/17 02:45:00 AM,84.362,,,,,
455,05/16/17 03:15:00 AM,84.182,,,,,
456,05/16/17 03:45:00 AM,84.094,,,,,
457,05/16/17 04:15:00 AM,84.049,,,,,
458,05/16/17 04:45:00 AM,84.049,,,,,
459,05/16/17 05:15:00 AM,84.094,,,,,
460,05/16/17 05:45:00 AM,84.452,,,,,
461,05/16/17 06:15:00 AM,84.497,,,,,
462,05/16/17 06:45:00 AM,84.407,,,,,
463,05/16/17 07:15:00 AM,84.362,,,,,
464,05/16/17 07:45:00 AM,84.317,,,,,
465,05/16/17 08:15:00 AM,84.542,,,,,
466,05/16/17 08:45:00 AM,84.542,,,,,
467,05/16/17 09:15:00 AM,84.632,,,,,
468,05/16/17 09:45:00 AM,84.722,,,,,
469,05/16/17 10:15:00 AM,84.722,,,,,
470,05/16/17 10:45:00 AM,84.272,,,,,
471,05/16/17 11:15:00 AM,84.587,,,,,
472,05/16/17 11:45:00 AM,84.677,,,,,
473,05/16/17 12:15:00 PM,84.227,,,,,
474,05/16/17 12:45:00 PM,83.736,,,,,
475,05/16/17 01:15:00 PM,84.407,,,,,
476,05/16/17 01:45:00 PM,84.587,,,,,
477,05/16/17 02:15:00 PM,84.362,,,,,
478,05/16/17 02:45:00 PM,84.227,,,,,
479,05/16/17 03:15:00 PM,84.137,,,,,
480,05/16/17 03:45:00 PM,84.137,,,,,
481,05/16/17 04:15:00 PM,84.049,,,,,
482,05/16/17 04:45:00 PM,84.004,,,,,
483,05/16/17 05:15:00 PM,84.049,,,,,
484,05/16/17 05:45:00 PM,84.094,,,,,
485,05/16/17 06:15:00 PM,84.049,,,,,
486,05/16/17 06:45:00 PM,84.094,,,,,
487,05/16/17 07:15:00 PM,84.137,,,,,
488,05/16/17 07:45:00 PM,84.227,,,,,
489,05/16/17 08:15:00 PM,84.272,,,,,
490,05/16/17 08:45:00 PM,84.452,,,,,
491,05/16/17 09:15:00 PM,84.497,,,,,
492,05/16/17 09:45:00 PM,84.497,,,,,
493,05/16/17 10:15:00 PM,84.677,,,,,
494,05/16/17 10:45:00 PM,84.812,,,,,
495,05/16/17 11:15:00 PM,84.632,,,,,
496,05/16/17 11:45:00 PM,84.542,,,,,
497,05/17/17 12:15:00 AM,84.722,,,,,
498,05/17/17 12:45:00 AM,84.857,,,,,
499,05/17/17 01:15:00 AM,84.812,,,,,
500,05/17/17 01:45:00 AM,84.722,,,,,
501,05/17/17 02:15:00 AM,84.407,,,,,
502,05/17/17 02:45:00 AM,85.442,,,,,
503,05/17/17 03:15:00 AM,85.172,,,,,
504,05/17/17 03:45:00 AM,85.352,,,,,
505,05/17/17 04:15:00 AM,84.812,,,,,
506,05/17/17 04:45:00 AM,84.812,,,,,
507,05/17/17 05:15:00 AM,84.857,,,,,
508,05/17/17 05:45:00 AM,85.532,,,,,
509,05/17/17 06:15:00 AM,86.119,,,,,
510,05/17/17 06:45:00 AM,85.577,,,,,
511,05/17/17 07:15:00 AM,85.849,,,,,
512,05/17/17 07:45:00 AM,85.172,,,,,
513,05/17/17 08:15:00 AM,85.172,,,,,
514,05/17/17 08:45:00 AM,85.757,,,,,
515,05/17/17 09:15:00 AM,85.127,,,,,
516,05/17/17 09:45:00 AM,85.622,,,,,
517,05/17/17 10:15:00 AM,85.035,,,,,
518,05/17/17 10:45:00 AM,84.587,,,,,
519,05/17/17 11:15:00 AM,84.497,,,,,
520,05/17/17 11:45:00 AM,84.497,,,,,
521,05/17/17 12:15:00 PM,84.497,,,,,
522,05/17/17 12:45:00 PM,84.587,,,,,
523,05/17/17 01:15:00 PM,85.127,,,,,
524,05/17/17 01:45:00 PM,85.442,,,,,
525,05/17/17 02:15:00 PM,86.074,,,,,
526,05/17/17 02:45:00 PM,86.164,,,,,
