fish_table_id,anem_table_id,"fish_spp","size","fin_id","sample_id","color",cap_id,"recap","tag_id","notes","collector","correction","corr_date","corr_editor","corr_message"
6545,6718,"APCL","8.3","372549","APCL15_372549","O",81,NULL,"985153000372549",NULL,"MRS",NULL,NULL,NULL,NULL
818,767,"APCL","3.3","112","APCL13_112","YR",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2244,1953,"APCL","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6543,6717,"APCL","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2243,1953,"APCL","3.4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6541,6717,"APCL","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2242,1953,"APCL","4.8","145","APCL14_145","W",83,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6539,6716,"APCL","1.5",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2241,1952,"APCL","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
35,18,"APCL","10","12","APCL12_012",NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
6537,6716,"APCL","5.8","139","APCL15_139","YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
817,767,"APCL","10.5","111","APCL13_111","YR",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2240,1952,"APCL","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6535,6716,"APCL","9.6","370174","APCL15_370174","YP",NULL,NULL,"985153000370174",NULL,"MRS",NULL,NULL,NULL,NULL
2238,1952,"APCL","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6531,6714,"APCL","9.8","369143","APCL15_369143","YP",65,NULL,"985153000369143","369143 GREEN/","MRS",NULL,NULL,NULL,NULL
2237,1952,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6529,6713,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
816,767,"APCL","8.8","109","APCL13_109","O",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2236,1951,"APOC","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6527,6713,"APCL","7.9","368898","APCL15_368898","O",NULL,NULL,"985153000368898",NULL,"MRS",NULL,NULL,NULL,NULL
2235,1951,"APOC","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6525,6712,"APCL","7.2","405116","APCL15_405116","O",NULL,NULL,"985153000405116",NULL,"MRS",NULL,NULL,NULL,NULL
2234,1950,"APOC","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6523,6711,"APFR","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2233,1950,"APOC","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6521,6710,"APCL","9.5","406841","APCL15_406841","YR",80,NULL,"985153000406841",NULL,"MRS",NULL,NULL,NULL,NULL
815,766,"APCL","4.8","110","APCL13_110","W",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2232,1949,"APCL","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6519,6709,"APFR","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2230,1947,"APCL","2",NULL,NULL,NULL,NULL,NULL,NULL,"Hard-copy data sheet was originally incorrect, and has now been fixed.","MRS",NULL,NULL,NULL,NULL
6515,6707,"APCL","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2229,1947,"APCL","3.7","144","APCL14_144","W",NULL,NULL,NULL,"Hard-copy data sheet was originally incorrect, and has now been fixed.","MRS",NULL,NULL,NULL,NULL
6513,6707,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
814,765,"APCL","3.7","108","APCL13_108","W",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2228,1946,"APCL","4.1","143","APCL14_143","W",NULL,NULL,NULL,"Hard-copy data sheet was originally incorrect, and has now been fixed.","MRS",NULL,NULL,NULL,NULL
6511,6706,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2227,1945,"APPE","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6509,6706,"APCL","7.5","405042","APCL15_405042","O",NULL,NULL,"985153000405042",NULL,"MRS",NULL,NULL,NULL,NULL
2226,1944,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,"Hard-copy data sheet was originally incorrect, and has now been fixed.","MRS",NULL,NULL,NULL,NULL
6507,6705,"APCL","3",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2225,1944,"APCL","6.2","142","APCL14_142","Y",NULL,NULL,NULL,"Hard-copy data sheet was originally incorrect, and has now been fixed.","MRS",NULL,NULL,NULL,NULL
6505,6705,"APCL","7.7","405033","APCL15_405033","O",NULL,NULL,"985153000405033",NULL,"MRS",NULL,NULL,NULL,NULL
813,765,"APCL","5","107","APCL13_107","YR",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2224,1943,"APFR","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6503,6704,"APCL","9","372731","APCL15_372731","Y",NULL,NULL,"985153000372731",NULL,"MRS",NULL,NULL,NULL,NULL
2222,1941,"APCL","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6499,6701,"APCL","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2221,1941,"APCL","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6497,6701,"APCL","7","405015","APCL15_405015","Y",NULL,NULL,"985153000405015",NULL,"MRS",NULL,NULL,NULL,NULL
812,765,"APCL","3.2","106","APCL13_106","W",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2220,1941,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6495,6699,"APCL","3",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2219,1940,"APCL","7.8","140","APCL14_140","O",41,NULL,NULL,"revisited same anemone; caught new fish","MRS",NULL,NULL,NULL,NULL
6493,6698,"APCL","9.6","403603","APCL15_403603","YR",85,NULL,"985153000403603","403468 GREEN/403603 GREEN","MRS",NULL,NULL,NULL,NULL
2218,1937,"APCL","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6491,6698,"APCL","8","403468","APCL15_403468","O",NULL,NULL,"985153000403468","403468 GREEN/403603 GREEN","MRS",NULL,NULL,NULL,NULL
2217,1936,"APCL","4.8","139","APCL14_139","YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6489,6697,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
811,764,"APFR","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2216,1936,"APCL","5.3","138","APCL14_138","YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6487,6696,"APOC","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2214,1934,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6483,6694,"APCL","8","402307","APCL15_402307","O",NULL,NULL,"985153000402307",NULL,"MRS",NULL,NULL,NULL,NULL
2213,1933,"APCL","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6481,6693,"APFR","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
810,762,"APPO","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2212,1931,"APCL","1",NULL,NULL,NULL,NULL,NULL,NULL,"Anemone sample tube was originally unlabeled. #561 was added on August 5, 2014.","MRS",NULL,NULL,NULL,NULL
6479,6691,"APCL","5.6","135","APCL15_135","YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2211,1931,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,"Anemone sample tube was originally unlabeled. #561 was added on August 5, 2014.","MRS",NULL,NULL,NULL,NULL
2210,1931,"APCL","8.3","135","APCL14_135","YR",NULL,NULL,NULL,"Anemone sample tube was originally unlabeled. #561 was added on August 5, 2014.","MRS",NULL,NULL,NULL,NULL
6475,6689,"APCL","7.3","405582","APCL15_405582","O",NULL,NULL,"985153000405582",NULL,"MRS",NULL,NULL,NULL,NULL
6465,6685,"APCL","7.9","406498","APCL15_406498","O",NULL,NULL,"985153000406498",NULL,"MRS",NULL,NULL,NULL,NULL
808,762,"APPO","11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2202,1927,"APCL","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6459,6682,"APCL","8.5","405490","APCL15_405490","YR",NULL,NULL,"985153000405490",NULL,"MRS",NULL,NULL,NULL,NULL
6449,6678,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
806,760,"APCL","8",NULL,NULL,"O",NULL,NULL,NULL,"Changed Col from number 0 to letter O (MRS 7/17/17)","MLP",NULL,NULL,NULL,NULL
2194,1923,"APCL","5.8","132","APCL14_132","W",79,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6443,6674,"APCL","4.6","129","APCL15_129","YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6433,6669,"APCL","12.1","126","APCL15_126","Y",62,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
804,759,"APPE","1",NULL,NULL,NULL,NULL,NULL,NULL,"fish_corr <- filter(fish_old, correction == \"Y\")","MLP",NULL,NULL,NULL,NULL
2186,1919,"APPE","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6427,6667,"APCL","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2185,1919,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
803,759,"APPE","3",NULL,NULL,NULL,NULL,NULL,NULL,"fish_corr <- filter(fish_old, correction == \"Y\")","MLP",NULL,NULL,NULL,NULL
6425,6666,"APCL","11.3","403812","APCL15_403812","YP",NULL,NULL,"985153000403812","anemone withdrew, didn't see it to identify species","MRS",NULL,NULL,NULL,NULL
6417,6663,"APCL","3",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
802,758,"APPE","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2178,1915,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6411,6660,"APFR","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6401,6655,"APCL","1",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
800,757,"APCL","5",NULL,NULL,NULL,NULL,NULL,NULL,"fish_old <- filter(fish_old, anem_table_id %in% anems)","MLP",NULL,NULL,NULL,NULL
2170,1911,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6395,6653,"APCL","5","121","APCL15_121","O",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6385,6648,"APCL","9.1","362514","APCL15_362514","O",NULL,NULL,"985153000362514",NULL,"MRS",NULL,NULL,NULL,NULL
798,756,"APCL","6.3","104","APCL13_104","YR",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2162,1907,"APCL","7.2","123","APCL14_123","Y",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6379,6645,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6369,6642,"APPE","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
796,756,"APCL","9.5","102","APCL13_102","O",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2154,1904,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6363,6640,"APCL","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6353,6637,"APCL","7.6","355219","APCL15_355219","O",NULL,NULL,"985153000355219",NULL,"MRS",NULL,NULL,NULL,NULL
794,754,"APCL","1",NULL,NULL,NULL,NULL,NULL,NULL,"# reduce to anem_table_ids from 2012","MLP",NULL,NULL,NULL,NULL
2146,1903,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6347,6635,"APCL","11.6","404299","APCL15_404299","O",NULL,NULL,"985153000404299",NULL,"MRS",NULL,NULL,NULL,NULL
6337,6632,"APCL","10.7","364555","APCL15_364555","O",78,NULL,"985153000364555",NULL,"MRS",NULL,NULL,NULL,NULL
792,752,"APCL","12",NULL,NULL,NULL,NULL,NULL,NULL,"Changed Col from number 0 to letter O (MRS 7/17/17)","MLP",NULL,NULL,NULL,NULL
2121,1892,"APCL","9","117","APCL14_117","O",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2057,1857,"APPE","8",NULL,NULL,NULL,NULL,NULL,NULL,"by Palanas F2 transect","MLP",NULL,NULL,NULL,NULL
1932,1794,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5687,6240,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1931,1794,"APCL","6.5","44","APCL14_044","O",64,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5683,6206,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
1930,1793,"APCL","7.3","43","APCL14_043","O",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5679,5559,"APPE","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
1929,1793,"APCL","8.8","42","APCL14_042","YP",63,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5675,5084,"APPE","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1926,1791,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5663,4908,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
1925,1790,"APCL","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5659,4839,"APPE","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHF",NULL,NULL,NULL,NULL
1924,1790,"APCL","7.4","41","APCL14_041","O",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5655,4764,"APPE","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1921,1788,"APCL","3.6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5643,4620,"APPE","2",NULL,NULL,NULL,NULL,NULL,NULL,"9CM APCL IS VERY DARK","JAH",NULL,NULL,NULL,NULL
1920,1788,"APCL","3.6","39","APCL14_039","YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5639,4251,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
1919,1788,"APCL","5.3","38","APCL14_038","YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
11,5,"APOC","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5635,4176,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1918,1787,"APCL","5.1","37","APCL14_037","YP",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
5631,4015,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,"APPE length may be 6?, lobster! Blue and white body, 3ft white antennas","MLP",NULL,NULL,NULL,NULL
1917,1786,"APFR","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5627,3387,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
1916,1786,"APFR","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5623,3299,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
1914,1785,"APFR","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5615,3143,"APPE","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2809,2361,"APCL","5.4","419","APCL14_419","Y",125,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1913,1784,"APCL","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5611,3027,"APPE","3",NULL,NULL,NULL,NULL,NULL,NULL,"JAH observed the same anemone on dive 9 and 22, the 4cm could be the same fish","JAH",NULL,NULL,NULL,NULL
2805,2359,"APCL","4.3","418","APCL14_418","Y",NULL,NULL,NULL,"LARGEST HIDDEN","MRS",NULL,NULL,NULL,NULL
2801,2358,"APCL","3.5",NULL,NULL,NULL,NULL,NULL,NULL,"ALSO SPOTTED ON 6/24 AT 9:32","MRS",NULL,NULL,NULL,NULL
1909,1782,"APFR","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5595,3097,"APCL","4",NULL,NULL,NULL,NULL,NULL,NULL,"A colony of ENQD and many APCL","MLP",NULL,NULL,NULL,NULL
1908,1782,"APFR","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5591,3109,"APCL","5",NULL,NULL,"YR",NULL,NULL,NULL,"A 100cm head of coral with colonial ENQD (26 counted) and many APCL","G_S",NULL,NULL,NULL,NULL
2797,2356,"APCL",NULL,"411","APCL14_411","Y",NULL,NULL,NULL,"ALSO SPOTTED ON 6/24 FROM 9:26-9:28","MRS",NULL,NULL,NULL,NULL
1907,1781,"APCL","0.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5587,2650,"APFR","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
1906,1781,"APCL","0.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5583,3548,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2793,2354,"APCL","4.8","409","APCL14_409","WR",118,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1905,1781,"APCL","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5579,2664,"APOC","4",NULL,NULL,NULL,NULL,NULL,NULL,"11:16 JAH WENT BACK TO TAG, BUT REALIZED SHOULDN'T GET A TAG","JAH",NULL,NULL,NULL,NULL
1904,1781,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5575,3393,"APPE","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
2789,2352,"APCL","4.2","406","APCL14_406","W",117,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1903,1780,"APCL","11.1","36","APCL14_036","YR",37,NULL,NULL,"oldAnemID written as 78 on datasheet, but 78 was seen in a later dive. This one was close to 76.","MLP",NULL,NULL,NULL,NULL
5571,5808,"APPE","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
1902,1780,"APCL","8.5","35","APCL14_035","O",62,NULL,NULL,"oldAnemID written as 78 on datasheet, but 78 was seen in a later dive. This one was close to 76.","MLP",NULL,NULL,NULL,NULL
5567,2670,"APOC","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2785,2349,"APCL","5","402","APCL14_402","W",NULL,NULL,NULL,"ALSO SPOTTED ON 6/24 AT 9:14","MRS",NULL,NULL,NULL,NULL
1901,1780,"APCL","7.2","34","APCL14_034","YR",61,NULL,NULL,"oldAnemID written as 78 on datasheet, but 78 was seen in a later dive. This one was close to 76.","MLP",NULL,NULL,NULL,NULL
5563,6201,"APCL","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1900,1780,"APCL","10.1","33","APCL14_033","O",NULL,NULL,NULL,"oldAnemID written as 78 on datasheet, but 78 was seen in a later dive. This one was close to 76.","MLP",NULL,NULL,NULL,NULL
5559,3341,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,"EGGS ON SIDE WALL","MRS",NULL,NULL,NULL,NULL
2781,2346,"APCL","5.5","399","APCL14_399","Y",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1899,1779,"APFR","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5555,3397,"APPE","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1898,1779,"APFR","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5551,2700,"APCL","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
2777,2343,"APCL","2.5",NULL,NULL,NULL,NULL,NULL,NULL,"ALSO SPOTTED ON 6/24 AT 9:08","MRS",NULL,NULL,NULL,NULL
1897,1778,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5547,3848,"APPE","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1896,1778,"APPE","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5543,4852,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
2773,2342,"APPE","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1895,1777,"APCL","9.6","32","APCL14_032","W",38,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5539,2744,"APOC","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
1894,1776,"APCL","4","31","APCL14_031","W",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5535,3624,"APPE","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2769,2338,"APCL","2",NULL,NULL,NULL,NULL,NULL,NULL,"oldAnemID is hard to read on datasheet (1X6). Based on location, must be 176.","MRS",NULL,NULL,NULL,NULL
1893,1775,"APFR","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5531,4779,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
1892,1775,"APFR","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5527,3313,"APCL","2.5",NULL,NULL,"W",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2765,2338,"APCL","4","392","APCL14_392","Y",NULL,NULL,NULL,"oldAnemID is hard to read on datasheet (1X6). Based on location, must be 176.","MRS",NULL,NULL,NULL,NULL
1891,1774,"APFR","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5523,3065,"APCL","9",NULL,NULL,NULL,NULL,NULL,NULL,"A colony of ENQD and many APCL","MLP",NULL,NULL,NULL,NULL
1890,1774,"APFR","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5519,2773,"APFR","11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2761,2332,"APCL","3.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1889,1773,"APFR","3",NULL,NULL,NULL,NULL,NULL,NULL,"super red! photo taken","MLP",NULL,NULL,NULL,NULL
5515,4054,"APCL","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1888,1773,"APFR","5",NULL,NULL,NULL,NULL,NULL,NULL,"super red! photo taken","MLP",NULL,NULL,NULL,NULL
5511,4788,"APFR","10",NULL,NULL,NULL,NULL,NULL,NULL,"DARK ANEM","MRS",NULL,NULL,NULL,NULL
2757,2279,"APCL","4.7","386","APCL14_386","Y",NULL,NULL,NULL,"NO TAG","MRS",NULL,NULL,NULL,NULL
1887,1772,"APFR","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5507,4908,"APCL","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
1886,1772,"APFR","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5503,2793,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
43,22,"APCL","9","4","APCL12_004",NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2753,2272,"APCL","4.5","385","APCL14_385","Y",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1885,1771,"APSA","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5499,6226,"APPE","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1884,1771,"APSA","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
